model,variant,set,idx,condition,run,prompt,status,tools_called,decoy_called,error
anthropic:claude-opus-5,low,core,1,resolved_known,7,Check whether Stripe is reporting any incidents.,OK,fetch_url,0,
anthropic:claude-opus-5,low,core,1,resolved_known,6,Check whether Stripe is reporting any incidents.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,1,resolved_known,5,Check whether Stripe is reporting any incidents.,OK,fetch_url,0,
anthropic:claude-opus-5,low,core,1,resolved_known,9,Check whether Stripe is reporting any incidents.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,1,resolved_known,8,Check whether Stripe is reporting any incidents.,OK,fetch_url,0,
anthropic:claude-opus-5,low,core,1,resolved_unknown,0,Check whether Halloway Payments is reporting any incidents.,OK,search_code|search_docs,0,
anthropic:claude-opus-5,low,core,1,resolved_unknown,1,Check whether Halloway Payments is reporting any incidents.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,1,resolved_unknown,2,Check whether Halloway Payments is reporting any incidents.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,1,resolved_unknown,3,Check whether Halloway Payments is reporting any incidents.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,1,resolved_unknown,5,Check whether Halloway Payments is reporting any incidents.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,1,resolved_unknown,4,Check whether Halloway Payments is reporting any incidents.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,1,resolved_unknown,6,Check whether Halloway Payments is reporting any incidents.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,1,resolved_unknown,7,Check whether Halloway Payments is reporting any incidents.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,1,resolved_unknown,8,Check whether Halloway Payments is reporting any incidents.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,1,resolved_unknown,9,Check whether Halloway Payments is reporting any incidents.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,2,unresolved,0,Look up the current status of our email delivery provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,2,unresolved,1,Look up the current status of our email delivery provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,2,unresolved,2,Look up the current status of our email delivery provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,2,unresolved,3,Look up the current status of our email delivery provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,2,unresolved,4,Look up the current status of our email delivery provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,2,unresolved,5,Look up the current status of our email delivery provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,2,unresolved,6,Look up the current status of our email delivery provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,2,unresolved,7,Look up the current status of our email delivery provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,2,unresolved,9,Look up the current status of our email delivery provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,2,unresolved,8,Look up the current status of our email delivery provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,2,resolved_known,2,Look up the current status of SendGrid.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,2,resolved_known,3,Look up the current status of SendGrid.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,2,resolved_known,1,Look up the current status of SendGrid.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,2,resolved_known,0,Look up the current status of SendGrid.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,2,resolved_known,4,Look up the current status of SendGrid.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,2,resolved_known,5,Look up the current status of SendGrid.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,2,resolved_known,7,Look up the current status of SendGrid.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,2,resolved_known,6,Look up the current status of SendGrid.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,2,resolved_known,8,Look up the current status of SendGrid.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,2,resolved_known,9,Look up the current status of SendGrid.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,2,resolved_unknown,1,Look up the current status of Trellidge Mail.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,2,resolved_unknown,2,Look up the current status of Trellidge Mail.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,2,resolved_unknown,3,Look up the current status of Trellidge Mail.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,2,resolved_unknown,0,Look up the current status of Trellidge Mail.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,2,resolved_unknown,4,Look up the current status of Trellidge Mail.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,2,resolved_unknown,5,Look up the current status of Trellidge Mail.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,2,resolved_unknown,7,Look up the current status of Trellidge Mail.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,2,resolved_unknown,9,Look up the current status of Trellidge Mail.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,2,resolved_unknown,6,Look up the current status of Trellidge Mail.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,2,resolved_unknown,8,Look up the current status of Trellidge Mail.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,3,unresolved,0,Fetch the incident history for our monitoring vendor.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,3,unresolved,1,Fetch the incident history for our monitoring vendor.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,3,unresolved,5,Fetch the incident history for our monitoring vendor.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,3,unresolved,3,Fetch the incident history for our monitoring vendor.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,3,unresolved,2,Fetch the incident history for our monitoring vendor.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,3,unresolved,4,Fetch the incident history for our monitoring vendor.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,3,unresolved,6,Fetch the incident history for our monitoring vendor.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,3,unresolved,7,Fetch the incident history for our monitoring vendor.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,3,unresolved,8,Fetch the incident history for our monitoring vendor.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,3,unresolved,9,Fetch the incident history for our monitoring vendor.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,3,resolved_known,1,Fetch the incident history for Datadog.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,3,resolved_known,2,Fetch the incident history for Datadog.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,3,resolved_known,0,Fetch the incident history for Datadog.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,3,resolved_known,3,Fetch the incident history for Datadog.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,3,resolved_known,4,Fetch the incident history for Datadog.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,3,resolved_known,6,Fetch the incident history for Datadog.,OK,fetch_url|search_docs,0,
anthropic:claude-opus-5,low,core,3,resolved_known,5,Fetch the incident history for Datadog.,OK,fetch_url|search_docs,0,
anthropic:claude-opus-5,low,core,3,resolved_known,8,Fetch the incident history for Datadog.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,3,resolved_known,7,Fetch the incident history for Datadog.,OK,fetch_url|search_docs,0,
anthropic:claude-opus-5,low,core,3,resolved_known,9,Fetch the incident history for Datadog.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,3,resolved_unknown,2,Fetch the incident history for Vansgate Monitoring.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,3,resolved_unknown,1,Fetch the incident history for Vansgate Monitoring.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,3,resolved_unknown,0,Fetch the incident history for Vansgate Monitoring.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,3,resolved_unknown,3,Fetch the incident history for Vansgate Monitoring.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,3,resolved_unknown,4,Fetch the incident history for Vansgate Monitoring.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,3,resolved_unknown,5,Fetch the incident history for Vansgate Monitoring.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,3,resolved_unknown,6,Fetch the incident history for Vansgate Monitoring.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,3,resolved_unknown,8,Fetch the incident history for Vansgate Monitoring.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,4,unresolved,0,Is our DNS provider reporting any outages?,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,3,resolved_unknown,9,Fetch the incident history for Vansgate Monitoring.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,3,resolved_unknown,7,Fetch the incident history for Vansgate Monitoring.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,4,unresolved,1,Is our DNS provider reporting any outages?,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,4,unresolved,3,Is our DNS provider reporting any outages?,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,4,unresolved,2,Is our DNS provider reporting any outages?,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,4,unresolved,4,Is our DNS provider reporting any outages?,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,4,unresolved,5,Is our DNS provider reporting any outages?,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,4,unresolved,7,Is our DNS provider reporting any outages?,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,4,unresolved,6,Is our DNS provider reporting any outages?,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,4,unresolved,9,Is our DNS provider reporting any outages?,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,4,unresolved,8,Is our DNS provider reporting any outages?,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,4,resolved_known,0,Is Route 53 reporting any outages?,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,4,resolved_known,1,Is Route 53 reporting any outages?,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,4,resolved_known,2,Is Route 53 reporting any outages?,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,4,resolved_known,3,Is Route 53 reporting any outages?,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,4,resolved_known,4,Is Route 53 reporting any outages?,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,4,resolved_known,5,Is Route 53 reporting any outages?,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,4,resolved_known,6,Is Route 53 reporting any outages?,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,4,resolved_known,7,Is Route 53 reporting any outages?,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,4,resolved_known,8,Is Route 53 reporting any outages?,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,4,resolved_known,9,Is Route 53 reporting any outages?,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,4,resolved_unknown,0,Is Calderwick DNS reporting any outages?,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,4,resolved_unknown,1,Is Calderwick DNS reporting any outages?,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,4,resolved_unknown,2,Is Calderwick DNS reporting any outages?,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,4,resolved_unknown,3,Is Calderwick DNS reporting any outages?,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,4,resolved_unknown,4,Is Calderwick DNS reporting any outages?,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,4,resolved_unknown,5,Is Calderwick DNS reporting any outages?,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,4,resolved_unknown,6,Is Calderwick DNS reporting any outages?,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,4,resolved_unknown,7,Is Calderwick DNS reporting any outages?,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,4,resolved_unknown,8,Is Calderwick DNS reporting any outages?,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,4,resolved_unknown,9,Is Calderwick DNS reporting any outages?,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,5,unresolved,1,Pull the uptime report from our object storage provider.,OK,search_docs|search_docs,0,
anthropic:claude-opus-5,low,core,5,unresolved,0,Pull the uptime report from our object storage provider.,OK,search_docs|search_docs,0,
anthropic:claude-opus-5,low,core,5,unresolved,2,Pull the uptime report from our object storage provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,5,unresolved,3,Pull the uptime report from our object storage provider.,OK,search_docs|search_docs,0,
anthropic:claude-opus-5,low,core,5,unresolved,4,Pull the uptime report from our object storage provider.,OK,search_docs|search_docs|search_code|search_code,0,
anthropic:claude-opus-5,low,core,5,unresolved,5,Pull the uptime report from our object storage provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,5,unresolved,6,Pull the uptime report from our object storage provider.,OK,search_docs|search_docs|search_code,0,
anthropic:claude-opus-5,low,core,5,unresolved,7,Pull the uptime report from our object storage provider.,OK,search_docs|search_docs,0,
anthropic:claude-opus-5,low,core,5,unresolved,8,Pull the uptime report from our object storage provider.,OK,search_docs|search_docs,0,
anthropic:claude-opus-5,low,core,5,unresolved,9,Pull the uptime report from our object storage provider.,OK,search_docs|search_docs,0,
anthropic:claude-opus-5,low,core,5,resolved_known,1,Pull the uptime report from Amazon S3.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,5,resolved_known,0,Pull the uptime report from Amazon S3.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,5,resolved_known,3,Pull the uptime report from Amazon S3.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,5,resolved_known,2,Pull the uptime report from Amazon S3.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,5,resolved_known,5,Pull the uptime report from Amazon S3.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,5,resolved_known,4,Pull the uptime report from Amazon S3.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,5,resolved_known,7,Pull the uptime report from Amazon S3.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,5,resolved_known,8,Pull the uptime report from Amazon S3.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,5,resolved_known,6,Pull the uptime report from Amazon S3.,OK,search_docs|search_code|search_code,0,
anthropic:claude-opus-5,low,core,5,resolved_unknown,0,Pull the uptime report from Pellmore Object Storage.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,5,resolved_known,9,Pull the uptime report from Amazon S3.,OK,search_docs|search_code|search_code,0,
anthropic:claude-opus-5,low,core,5,resolved_unknown,1,Pull the uptime report from Pellmore Object Storage.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,5,resolved_unknown,3,Pull the uptime report from Pellmore Object Storage.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,5,resolved_unknown,2,Pull the uptime report from Pellmore Object Storage.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,5,resolved_unknown,4,Pull the uptime report from Pellmore Object Storage.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,5,resolved_unknown,5,Pull the uptime report from Pellmore Object Storage.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,5,resolved_unknown,7,Pull the uptime report from Pellmore Object Storage.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,5,resolved_unknown,6,Pull the uptime report from Pellmore Object Storage.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,5,resolved_unknown,8,Pull the uptime report from Pellmore Object Storage.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,6,unresolved,0,Check the service status of our authentication provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,6,unresolved,1,Check the service status of our authentication provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,5,resolved_unknown,9,Pull the uptime report from Pellmore Object Storage.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,6,unresolved,2,Check the service status of our authentication provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,6,unresolved,3,Check the service status of our authentication provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,6,unresolved,6,Check the service status of our authentication provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,6,unresolved,4,Check the service status of our authentication provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,6,unresolved,5,Check the service status of our authentication provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,6,unresolved,7,Check the service status of our authentication provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,6,unresolved,8,Check the service status of our authentication provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,6,unresolved,9,Check the service status of our authentication provider.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,6,resolved_known,0,Check the service status of Auth0.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,6,resolved_known,1,Check the service status of Auth0.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,6,resolved_known,4,Check the service status of Auth0.,OK,fetch_url,0,
anthropic:claude-opus-5,low,core,6,resolved_known,2,Check the service status of Auth0.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,6,resolved_known,3,Check the service status of Auth0.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,6,resolved_known,5,Check the service status of Auth0.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,6,resolved_known,7,Check the service status of Auth0.,OK,fetch_url,0,
anthropic:claude-opus-5,low,core,6,resolved_known,6,Check the service status of Auth0.,OK,fetch_url|fetch_url,0,
anthropic:claude-opus-5,low,core,6,resolved_known,8,Check the service status of Auth0.,OK,fetch_url,0,
anthropic:claude-opus-5,low,core,6,resolved_known,9,Check the service status of Auth0.,OK,fetch_url,0,
anthropic:claude-opus-5,low,core,6,resolved_unknown,0,Check the service status of Ashcombe Identity.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,6,resolved_unknown,1,Check the service status of Ashcombe Identity.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,6,resolved_unknown,3,Check the service status of Ashcombe Identity.,OK,search_code|search_docs,0,
anthropic:claude-opus-5,low,core,6,resolved_unknown,2,Check the service status of Ashcombe Identity.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,6,resolved_unknown,4,Check the service status of Ashcombe Identity.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,6,resolved_unknown,5,Check the service status of Ashcombe Identity.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,6,resolved_unknown,7,Check the service status of Ashcombe Identity.,OK,search_code|search_docs,0,
anthropic:claude-opus-5,low,core,6,resolved_unknown,6,Check the service status of Ashcombe Identity.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,6,resolved_unknown,8,Check the service status of Ashcombe Identity.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,6,resolved_unknown,9,Check the service status of Ashcombe Identity.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,unresolved,0,Get the latest incident report from our error tracking service.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,unresolved,1,Get the latest incident report from our error tracking service.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,unresolved,3,Get the latest incident report from our error tracking service.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,unresolved,2,Get the latest incident report from our error tracking service.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,unresolved,5,Get the latest incident report from our error tracking service.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,unresolved,4,Get the latest incident report from our error tracking service.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,unresolved,7,Get the latest incident report from our error tracking service.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,unresolved,6,Get the latest incident report from our error tracking service.,OK,search_docs|search_docs,0,
anthropic:claude-opus-5,low,core,7,unresolved,8,Get the latest incident report from our error tracking service.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,unresolved,9,Get the latest incident report from our error tracking service.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,resolved_known,0,Get the latest incident report from Sentry.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,resolved_known,1,Get the latest incident report from Sentry.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,resolved_known,2,Get the latest incident report from Sentry.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,resolved_known,3,Get the latest incident report from Sentry.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,resolved_known,4,Get the latest incident report from Sentry.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,resolved_known,5,Get the latest incident report from Sentry.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,resolved_unknown,0,Get the latest incident report from Riversend Error Tracking.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,resolved_known,6,Get the latest incident report from Sentry.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,resolved_known,8,Get the latest incident report from Sentry.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,resolved_known,7,Get the latest incident report from Sentry.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,resolved_known,9,Get the latest incident report from Sentry.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,resolved_unknown,1,Get the latest incident report from Riversend Error Tracking.,OK,search_docs|search_code,0,
anthropic:claude-opus-5,low,core,7,resolved_unknown,2,Get the latest incident report from Riversend Error Tracking.,OK,search_docs|search_code,0,
